"reassignments","bus_comp_hrs","priorities"
1,5.42,"Medium"
1,1252.4,"Low"
0,0,"Low"
0,0,"Low"
1,0.68,"Low"
1,0,"Low"
1,9.68,"Medium"
0,0,"Low"
1,23.87,"Low"
2,0,"Low"
0,1.48,"Low"
0,0,"Low"
0,0,"Medium"
1,0,"Low"
0,0,"Low"
1,41.42,"Low"
0,0,"Low"
0,0,"Low"
1,0,"Low"
1,15.35,"Low"
1,26.87,"Low"
1,0,"Low"
1,96.95,"Low"
2,7.38,"Low"
1,0,"Low"
0,0,"Medium"
2,2.87,"Low"
0,26.85,"Low"
1,11.95,"Medium"
0,0,"Low"
0,1.13,"Low"
1,44.53,"Medium"
1,0.37,"Low"
0,2.45,"Low"
0,0,"Low"
1,0.3,"Low"
0,2.37,"Low"
1,58.95,"Medium"
1,23.85,"Low"
1,23.78,"Low"
1,0.13,"Low"
1,13.05,"Low"
1,84.53,"Medium"
3,3.08,"Medium"
0,0,"Medium"
1,33.73,"Low"
2,5.85,"Medium"
1,2.43,"Low"
1,2.4,"Medium"
1,2.35,"Medium"
1,0,"Low"
1,0,"Low"
0,0.55,"Low"
0,0.55,"Low"
1,0,"Medium"
0,0.55,"Low"
1,0,"Medium"
0,0.5,"Low"
4,258.5,"Medium"
2,5.9,"Medium"
0,0,"Low"
3,148.75,"Medium"
0,0,"Low"
0,0,"Low"
1,5.43,"Medium"
0,0,"Medium"
0,0,"Medium"
1,0,"Low"
1,0.53,"Low"
0,0,"Medium"
0,26.85,"Low"
0,0.9,"Low"
0,0,"Low"
0,3.6,"Low"
0,0.5,"Low"
0,0.52,"Low"
1,55.62,"Low"
0,3.5,"Medium"
1,0,"Low"
0,11.18,"Low"
1,13.25,"Low"
1,5.38,"Medium"
1,7.82,"Low"
1,5.55,"Low"
0,10.95,"Low"
1,1.55,"Low"
0,1.48,"Low"
0,4.18,"Low"
0,4.25,"Low"
2,72.34,"Low"
1,1.37,"Medium"
1,1.38,"Medium"
2,440.68,"Low"
1,1.62,"Low"
0,34.56,"Low"
1,2.25,"Low"
1,3.28,"Low"
1,5.42,"Medium"
1,62.77,"Low"
2,2.73,"Medium"
1,72.2,"Low"
1,11.38,"Medium"
3,75.47,"Medium"
1,66.33,"Low"
1,1.98,"Medium"
1,1337.63,"Low"
0,32.79,"Low"
2,47.07,"High"
1,218.32,"Medium"
2,644.96,"Low"
0,1.63,"Low"
1,3.49,"High"
1,1.25,"Medium"
2,132.88,"Low"
0,3.88,"Low"
1,1.25,"Low"
3,264.4,"High"
2,39.65,"Medium"
2,1.25,"Low"
1,51.75,"Low"
1,0.5,"Low"
1,1918.07,"Low"
2,168.52,"Low"
0,31.15,"Low"
2,12.17,"Low"
1,8.1,"Low"
1,8.06,"Low"
1,8.15,"Low"
1,8.11,"Low"
2,254.06,"Low"
2,3.48,"Medium"
0,1.77,"Low"
0,86.06,"Low"
1,13.9,"Medium"
0,27.65,"Medium"
0,5.28,"Medium"
0,27.61,"Medium"
0,1.28,"High"
1,3.6,"Low"
4,87.12,"Medium"
1,28.1,"Low"
0,47.58,"Low"
4,19.2,"Low"
0,1.08,"Low"
2,2.48,"Low"
1,61.65,"Low"
1,67.74,"Low"
3,15.42,"Low"
3,0.48,"Low"
0,20.26,"Low"
0,31.32,"Low"
1,1.18,"Low"
0,0.08,"Low"
0,0.04,"High"
1,5.52,"Low"
1,132.27,"Low"
1,354.21,"Low"
1,177.25,"Low"
1,0.32,"Low"
1,1,"Low"
1,140.18,"Low"
3,15.43,"Low"
2,22.63,"Medium"
3,15.36,"Low"
1,144.18,"Medium"
1,273.17,"Low"
0,2.94,"Low"
1,35.9,"Medium"
1,31.65,"Low"
4,74.55,"Low"
1,142.35,"Medium"
0,0.03,"Medium"
0,0,"Medium"
4,11.35,"Low"
1,21.63,"Low"
1,3.13,"Medium"
3,11.23,"Medium"
2,3.65,"Low"
1,10.35,"Low"
1,46.13,"Low"
2,2087.33,"Low"
1,0,"Low"
0,1.07,"Low"
1,0,"Low"
1,3.95,"Low"
1,0.73,"Medium"
2,6.73,"Low"
1,1.02,"Medium"
1,5.98,"Low"
1,0,"Low"
1,1.02,"Low"
1,14.92,"Medium"
1,1.58,"Medium"
1,579.4,"Low"
2,2.67,"Low"
1,74.87,"Medium"
1,25.72,"Medium"
1,15.57,"Low"
1,5.42,"Medium"
1,0,"Low"
1,174.88,"Low"
2,1348.15,"Low"
0,0,"Low"
0,0,"Low"
1,34.2,"Low"
0,0,"Low"
1,74.2,"Low"
1,496.48,"Low"
0,161.83,"Low"
1,0.77,"Low"
0,161.85,"Low"
1,0.73,"Low"
0,6.15,"High"
2,831.02,"Low"
1,0.23,"Medium"
2,23.2,"Low"
1,0,"Low"
1,4.17,"Low"
1,7.85,"Low"
0,0.62,"Low"
2,6.95,"Medium"
1,10.33,"Medium"
2,126.47,"Medium"
1,43.53,"Low"
1,1240.6,"Low"
1,17.13,"Low"
1,193.25,"Low"
2,26.33,"Medium"
1,5.37,"Medium"
0,3.4,"Low"
1,3,"Low"
1,0.62,"Medium"
1,2.92,"Medium"
1,111.25,"Low"
0,6.55,"Low"
2,9.83,"Low"
2,5.62,"Low"
2,10.6,"Medium"
1,8.12,"Medium"
1,3.74,"High"
1,2.27,"Low"
1,21,"Medium"
5,251.23,"Medium"
1,1.32,"Medium"
1,1.18,"Medium"
0,5.4,"Low"
1,10.35,"Low"
1,51.49,"Low"
2,137.69,"Medium"
1,0.48,"Medium"
1,0.43,"Medium"
1,1.47,"Low"
1,12.59,"Medium"
0,1.37,"Medium"
1,2.32,"Low"
1,80.44,"Low"
1,15.4,"Medium"
0,6.58,"Low"
2,1143.62,"Low"
1,35.64,"Low"
2,3.18,"Medium"
1,69.1,"Low"
1,19.22,"Low"
1,48.73,"Low"
1,3.9,"Medium"
3,68.81,"Medium"
0,5.66,"High"
2,76.7,"Medium"
1,0.2,"Low"
2,1.32,"Medium"
1,0.95,"Medium"
2,3.13,"Low"
2,107.75,"Low"
1,100.81,"Medium"
0,7.19,"Low"
1,1.45,"Medium"
3,15.68,"Medium"
1,2.28,"Low"
1,142.17,"Low"
4,197.79,"Low"
2,19.43,"Low"
2,111.45,"Medium"
1,20.72,"Low"
1,11.52,"Low"
2,45.54,"Low"
2,8.24,"High"
0,8.62,"Low"
1,0.6,"Low"
2,69,"Low"
1,0.6,"Low"
1,17.5,"Low"
1,0.1,"Low"
1,10.62,"Low"
2,455.33,"Low"
2,44.51,"Low"
0,7.73,"Medium"
0,21.57,"High"
2,79.4,"Medium"
1,4.85,"Low"
1,0.94,"High"
1,43.33,"Low"
2,146.54,"High"
1,41.05,"Low"
1,0.55,"Medium"
1,119.93,"Low"
0,9.23,"Low"
1,2.7,"Low"
1,0.62,"Low"
1,203.44,"Medium"
1,45.71,"Low"
1,2.23,"Low"
2,13.2,"Low"
1,1454.74,"Low"
0,1.8,"Medium"
1,2.17,"Low"
1,20.28,"Medium"
3,859.88,"Low"
1,26.8,"Low"
1,16.45,"Low"
1,66.99,"High"
1,10.35,"Low"
1,682.87,"Low"
1,2.35,"Medium"
1,448.22,"Low"
1,25.65,"Low"
1,4.48,"Low"
1,98.25,"Low"
1,2.5,"Low"
1,10.55,"Medium"
1,1.95,"Medium"
1,0,"Low"
0,28.28,"Low"
0,28.27,"Low"
0,28.27,"Low"
2,280,"Low"
1,0,"Low"
1,0.68,"Low"
0,66.98,"Low"
0,13.93,"Low"
1,6.48,"Low"
1,3.43,"Medium"
0,28.28,"Low"
0,28.3,"Low"
1,0,"Low"
1,619,"Low"
0,7.17,"Low"
2,3.85,"Low"
1,0.38,"Low"
1,2.93,"Medium"
1,232.42,"Low"
1,19.05,"Low"
3,5.87,"Low"
2,74.55,"Low"
1,1.53,"Low"
1,13.7,"Low"
1,56.5,"Low"
1,5.15,"Medium"
1,8.4,"Low"
1,39.37,"High"
1,0.38,"Low"
1,128.78,"Medium"
1,128.78,"Low"
2,58.43,"Low"
1,0,"Low"
1,3.42,"Medium"
3,492.1,"Low"
0,0,"Medium"
0,1.17,"Low"
2,8.55,"Low"
1,8.47,"Low"
1,0,"Low"
0,0,"Low"
1,763.08,"Low"
1,2,"Low"
1,553.02,"Low"
1,96.37,"Low"
1,553.07,"Low"
0,1.58,"Low"
1,7.1,"Medium"
1,156.55,"Low"
5,111.82,"Medium"
1,3.87,"Low"
2,165.35,"Low"
2,5.97,"Low"
1,46.32,"Low"
1,1.97,"Low"
3,3.73,"Low"
1,13.25,"Low"
3,15.62,"Low"
1,97.85,"Medium"
1,1.18,"Low"
2,386.23,"Medium"
1,22.17,"Low"
1,8.07,"Medium"
0,7.18,"Low"
0,1.27,"Low"
1,104.1,"Low"
0,0.07,"Low"
1,31.91,"Low"
1,42.1,"Low"
1,36.38,"Low"
2,3.23,"Low"
0,13.36,"Low"
0,13.32,"Low"
3,710.2,"Medium"
1,1.83,"Low"
1,10.67,"Low"
1,2.32,"Medium"
2,3.87,"Medium"
1,0.65,"Low"
2,1.5,"Low"
1,0.42,"Medium"
0,4.4,"Low"
1,1.63,"Medium"
1,0.48,"Low"
1,1.58,"Medium"
2,20.53,"Medium"
1,1.3,"Medium"
1,48.76,"High"
2,3.98,"Medium"
0,9.25,"Low"
1,112.13,"Low"
1,14.02,"Low"
4,252.57,"Low"
1,733.85,"Low"
1,269.37,"Medium"
1,27.19,"Medium"
1,1.42,"High"
1,13.29,"Low"
1,1255.1,"Low"
1,0.92,"Low"
1,0.73,"Low"
1,754.95,"Low"
2,1510.33,"Low"
1,0.6,"Low"
1,10.4,"Low"
0,0.45,"Medium"
5,460.11,"High"
1,9.75,"Medium"
1,1.27,"Low"
1,0.42,"Low"
1,1.08,"Low"
1,1.5,"Low"
2,553.58,"Low"
1,261.8,"Medium"
3,128.69,"Low"
1,15.63,"Low"
1,122.08,"Low"
0,144.98,"Low"
0,144.98,"Low"
1,56.85,"Low"
1,0.3,"Low"
2,254.18,"Low"
1,49.63,"Low"
1,23.64,"Medium"
1,72.34,"Medium"
1,23.15,"Low"
0,0.52,"Low"
1,0.52,"Medium"
3,556.13,"Low"
1,226.25,"Medium"
2,405.12,"Medium"
1,405.13,"Medium"
0,1.38,"Medium"
1,37.55,"Low"
1,35.2,"Low"
2,55.57,"Low"
1,381.38,"Low"
0,2.58,"Low"
1,1.53,"Medium"
1,0.15,"Low"
4,13.41,"Medium"
2,82.67,"Medium"
0,0.68,"Low"
1,0.33,"Low"
1,54.84,"Low"
0,0.5,"Low"
1,90.96,"Low"
1,551.98,"Low"
0,4.07,"Low"
1,84.18,"Low"
2,113.22,"Medium"
0,1.58,"Low"
1,142.82,"Low"
2,42.2,"Medium"
1,552.02,"Low"
1,17.2,"Low"
1,0,"Low"
0,0.85,"Medium"
0,0.83,"Medium"
1,0,"Low"
1,1.35,"Low"
2,1.05,"Low"
1,653.65,"Low"
1,46.37,"Low"
1,0.15,"Low"
1,5.53,"Low"
1,44.3,"Low"
1,1218.18,"Low"
1,1.55,"Low"
1,1.5,"Low"
1,21.95,"Low"
2,476.93,"Low"
1,32.42,"Medium"
1,0.25,"Low"
1,653.67,"Low"
1,1.53,"Low"
1,5.63,"Low"
1,653.68,"Low"
1,27.68,"Low"
2,7.65,"Low"
3,46.6,"Low"
1,51.53,"Low"
1,31.3,"Low"
2,32.45,"Low"
2,55.6,"Low"
1,1.32,"Low"
1,1.47,"Medium"
1,1.45,"Medium"
2,400.32,"Medium"
1,0,"Low"
1,34.75,"Low"
1,15.13,"Low"
1,16.95,"Low"
1,0.58,"Low"
2,826.62,"Low"
1,0.57,"Low"
1,0.57,"Low"
1,542.67,"Low"
1,6.53,"Low"
1,2.92,"Medium"
1,3.7,"Low"
1,420,"Low"
1,0.27,"Low"
1,37.07,"Low"
1,0.07,"Low"
3,373.1,"Medium"
1,4.27,"Low"
0,0,"Medium"
3,12.22,"Medium"
1,3.88,"Low"
1,2.98,"Low"
1,0.55,"Low"
2,0,"Medium"
1,12.5,"Medium"
1,88.15,"Medium"
2,0,"Medium"
0,5.48,"Low"
1,1.58,"Medium"
0,5.47,"Low"
0,5.47,"Low"
0,5.45,"Low"
1,134.5,"Low"
3,22.83,"Low"
1,3.07,"Medium"
1,190.88,"Medium"
1,44.03,"Low"
1,4.4,"Medium"
1,1.8,"Medium"
3,20,"Medium"
1,3.17,"Medium"
0,124.12,"Low"
0,4.87,"Low"
0,4.85,"Low"
1,91.35,"Medium"
0,4.43,"Medium"
2,3.83,"Medium"
2,104.81,"Medium"
0,0.08,"Low"
1,5.87,"Low"
2,7.93,"Medium"
3,70.69,"Low"
0,1.73,"Low"
1,0.48,"Low"
2,5.63,"Low"
1,49.95,"Low"
1,0.1,"Low"
1,20.83,"Medium"
1,54.23,"Medium"
1,20.63,"Medium"
1,4.27,"Low"
1,20.4,"Low"
2,7.13,"Low"
1,6.9,"High"
1,20.15,"Low"
1,4.38,"Low"
0,0.02,"Low"
1,5.33,"Medium"
2,6.65,"Medium"
1,12.83,"Medium"
1,38.35,"Low"
1,407.47,"Medium"
1,1.07,"Medium"
4,483.24,"Low"
2,214.59,"Medium"
1,10.4,"Low"
2,103.18,"Medium"
0,2.53,"Low"
1,14.71,"Low"
2,1.74,"High"
2,1.7,"High"
1,21.33,"Medium"
1,8.98,"Low"
0,0.67,"Low"
0,1.07,"Low"
0,0.07,"Low"
1,0.08,"Medium"
0,1.77,"Low"
0,0.65,"Low"
1,111.42,"Low"
1,82.22,"Medium"
1,22.08,"Medium"
1,24.45,"Medium"
0,13.23,"Low"
1,170,"Low"
1,4.48,"Low"
1,110.12,"Low"
0,1.2,"Low"
1,0.7,"Low"
0,0.9,"Low"
1,22.28,"Low"
0,27.22,"Low"
1,0.65,"Low"
1,2.88,"Low"
3,6.49,"Medium"
3,41.55,"Medium"
0,365.93,"Low"
0,362.22,"Low"
1,246.58,"Low"
2,226.41,"Medium"
1,3.72,"Low"
0,50.17,"Low"
2,50.75,"Low"
2,226.15,"Medium"
0,50.09,"Low"
0,7.14,"Low"
1,22.1,"Low"
3,16.66,"Low"
0,49.45,"Low"
0,49.47,"Low"
2,50.37,"Low"
1,7.3,"Low"
0,6.75,"Low"
1,61.34,"Low"
1,24.41,"Low"
1,7.36,"Medium"
1,46.75,"Low"
1,106.43,"Low"
0,3.29,"Low"
3,24.4,"Medium"
1,8.63,"Low"
1,8.32,"Low"
4,834.34,"Low"
0,2.55,"Low"
1,0.52,"Medium"
1,89.3,"Low"
1,29.2,"Low"
2,7.97,"Medium"
1,375.1,"Low"
2,2.05,"Low"
2,5.09,"Low"
0,47.68,"Low"
0,5.05,"Low"
0,47.79,"Low"
1,112.46,"Low"
2,7.22,"Medium"
1,0.7,"Low"
2,75.19,"Medium"
1,2.15,"Medium"
1,75.3,"Low"
1,7.17,"Medium"
1,6.73,"Medium"
1,6.54,"Low"
2,0.28,"Low"
2,152.13,"Medium"
1,4.52,"Low"
1,548.96,"Medium"
5,82.35,"Low"
1,6.28,"Medium"
2,71.63,"Medium"
1,11.32,"Medium"
1,12.38,"Low"
1,46.1,"Low"
1,761.7,"Medium"
4,6.05,"Medium"
2,404.57,"Medium"
0,221.68,"Low"
2,34.1,"Medium"
1,0.42,"Medium"
0,1.27,"Low"
1,6.05,"Low"
2,211,"Medium"
2,5.42,"Low"
1,1061.62,"Low"
0,45.48,"Low"
0,45.53,"Low"
0,45.57,"Low"
0,0,"Low"
1,0,"Low"
1,45.32,"Low"
1,0,"Low"
1,0.11,"High"
3,43.88,"Low"
1,8.1,"Low"
1,6.38,"Low"
6,1023.57,"Low"
1,112.85,"Low"
1,6.35,"Low"
4,4.37,"Low"
1,24.35,"Low"
1,5.73,"Medium"
1,1.88,"Low"
1,20.77,"Medium"
1,0,"Low"
1,74.98,"Low"
1,0.02,"Medium"
1,5.3,"Low"
1,11.94,"High"
1,576.7,"Low"
1,0.62,"Low"
1,4.3,"Medium"
1,4.3,"Low"
2,134.82,"Low"
5,677.58,"Low"
2,27.13,"Low"
1,5.12,"Low"
2,1.67,"Low"
4,24.07,"Low"
2,24.02,"Low"
1,531.35,"Low"
1,173.28,"Low"
0,4.2,"Low"
0,3.03,"Low"
0,46.05,"Low"
3,13.53,"Low"
0,45.78,"Low"
2,640,"Medium"
0,0.37,"Low"
1,22.57,"Low"
1,4.06,"High"
1,0.35,"Medium"
3,61.03,"Low"
1,7.9,"Low"
1,0.35,"Medium"
2,5.23,"Low"
0,0.45,"Low"
0,2.38,"Low"
0,45.07,"Low"
1,12.68,"Low"
0,44.98,"Low"
2,120.83,"Low"
1,46.09,"Low"
1,0.87,"High"
3,183.37,"Medium"
2,3.18,"Medium"
1,380.48,"Medium"
1,0.22,"Low"
0,359.93,"Low"
0,82.63,"Low"
0,2.38,"Low"
0,44,"Low"
1,11.4,"Low"
0,44.04,"Low"
1,105.73,"Low"
0,0.27,"Medium"
0,0.27,"Medium"
0,0.27,"Medium"
0,0.27,"Medium"
0,0.27,"Medium"
3,40.98,"Low"
2,70.1,"Low"
1,4.05,"Low"
1,73.27,"Medium"
1,8.69,"Low"
0,0.42,"Low"
1,4.28,"Low"
1,101.35,"Low"
1,55.95,"Medium"
1,123.2,"Medium"
2,20.18,"Low"
2,914.67,"Low"
0,9.64,"Low"
0,0.73,"Low"
2,22.8,"Low"
2,8.87,"Medium"
4,78.9,"Medium"
1,0.05,"Medium"
0,0.4,"Low"
1,2.77,"Medium"
4,88.98,"Low"
4,18.86,"Low"
1,2.75,"Medium"
1,2.4,"Low"
2,22.31,"Low"
1,346.15,"Low"
1,1202.84,"Low"
0,12.83,"Medium"
0,352.6,"Low"
0,12.83,"Medium"
0,12.82,"Medium"
0,2.8,"Medium"
0,2.82,"Medium"
0,4.12,"Medium"
1,25.44,"High"
1,68.43,"High"
1,71.68,"High"
1,71.68,"High"
1,67.33,"Medium"
1,71.97,"High"
0,9.99,"Low"
0,0.32,"Low"
0,0.52,"Low"
0,0.53,"Medium"
1,71.99,"High"
0,0.63,"Low"
0,9.96,"Low"
1,71.98,"High"
0,0.58,"Low"
1,72,"High"
0,10.02,"Low"
0,0.5,"Medium"
0,10.13,"Low"
0,0.52,"Medium"
0,0.18,"Low"
0,10.17,"Low"
1,71.93,"High"
3,31.36,"Medium"
0,10.18,"Low"
0,0.08,"Low"
0,0.18,"Low"
0,0.55,"Low"
0,0.68,"Low"
2,14.89,"Medium"
0,0.47,"Medium"
3,31.36,"Medium"
0,0.07,"Low"
0,0.55,"Low"
0,0.45,"Medium"
0,10.19,"Low"
3,31.27,"Medium"
0,0.1,"Low"
0,0.43,"Medium"
0,0.27,"Low"
0,0.33,"Low"
0,0.6,"Low"
0,10.2,"Low"
0,10.2,"Low"
0,0.08,"Low"
1,68.33,"High"
1,72.2,"High"
3,31.27,"Medium"
3,31.32,"Medium"
0,0.1,"Low"
1,72.21,"High"
0,0.38,"Medium"
0,0.18,"Low"
1,1.11,"High"
0,0.35,"Medium"
0,0.32,"Medium"
1,1.1,"High"
5,145.37,"Low"
0,0.33,"Low"
0,1.07,"Low"
0,0.35,"Low"
0,1.07,"Low"
0,0.58,"Low"
0,0.33,"High"
0,0.4,"Low"
0,0.13,"Low"
0,0.2,"Low"
1,1.06,"High"
0,0.32,"Medium"
0,0.28,"Low"
0,0.35,"Low"
0,0.25,"Low"
0,0.27,"Low"
0,0.28,"Medium"
0,0.13,"Low"
0,0.27,"Medium"
0,0.27,"Low"
0,0.25,"Medium"
0,0.12,"Low"
3,31.21,"Medium"
2,82.2,"Medium"
0,0.13,"Low"
1,16.62,"Medium"
0,7.36,"Low"
1,10.02,"Medium"
0,7.38,"Low"
0,786.46,"Low"
0,55.3,"Low"
0,786.51,"Low"
1,24.56,"Medium"
1,0.3,"Low"
1,417.1,"Low"
1,75.43,"Medium"
3,102.31,"Low"
1,67.17,"High"
0,9.07,"Low"
1,71.07,"High"
0,0.1,"Low"
1,71.01,"High"
0,9.15,"Low"
0,0.1,"Low"
0,0.08,"Low"
0,9.46,"Low"
0,3.37,"Medium"
0,9.47,"Low"
0,0.08,"Low"
0,5.65,"Low"
0,3.38,"Medium"
1,71.47,"High"
0,3.35,"Medium"
1,71.48,"High"
1,71.1,"High"
0,0.08,"Low"
1,71.06,"High"
0,3.33,"Medium"
1,71.02,"High"
0,3.35,"Medium"
0,8.35,"Low"
0,0.12,"Low"
0,0.2,"Low"
0,0.1,"Low"
0,0.05,"Low"
1,70.35,"High"
0,0.18,"Low"
0,5.63,"Low"
0,0.05,"Low"
0,0.12,"Low"
0,0.12,"Low"
0,3.33,"Medium"
1,67.15,"High"
0,0.02,"Low"
0,0.12,"Low"
0,0.18,"Low"
0,0.17,"Low"
0,3.3,"Medium"
1,67.12,"High"
1,0.72,"Low"
0,0.05,"Low"
0,0.07,"Low"
0,3.3,"Medium"
0,3.28,"Medium"
0,0.07,"Low"
0,0.12,"Low"
0,3.27,"Medium"
0,0.12,"Low"
0,3.25,"Medium"
0,0.05,"Low"
0,0.05,"Low"
0,0.12,"Low"
0,3.25,"Medium"
0,0.1,"Low"
0,0.07,"Low"
0,0.08,"Low"
0,0.08,"Low"
1,216.47,"Medium"
0,47,"Low"
1,16.43,"Low"
3,585.97,"Medium"
1,2.77,"Medium"
0,2.77,"Medium"
0,4.3,"Low"
2,4.88,"Low"
1,1.42,"Low"
2,12.84,"Low"
0,0.13,"Low"
7,800.56,"Low"
1,1559.08,"Low"
1,8.38,"Medium"
2,118.61,"Low"
1,26.8,"Low"
1,1.53,"Low"
1,0.48,"High"
0,2.33,"Low"
2,66.19,"Low"
0,0.4,"Low"
1,2.22,"Low"
1,566.72,"Low"
4,66.98,"Low"
1,8.02,"Low"
1,20,"Low"
2,540,"Low"
1,4.73,"Medium"
0,0,"Low"
0,0,"Low"
0,0,"Low"
1,7.4,"Low"
0,0.73,"Low"
0,7.22,"Low"
0,7.2,"Low"
0,0,"Low"
0,7.23,"Low"
0,7.25,"Low"
1,7.32,"Low"
1,7.15,"Low"
0,6.73,"Low"
0,7.3,"Low"
0,7.3,"Low"
0,7.28,"Low"
1,4.05,"Low"
1,0,"Low"
1,1.37,"Low"
1,1.42,"Low"
1,1.22,"Low"
1,0,"Medium"
0,7.27,"Low"
0,7.27,"Low"
1,1.08,"Low"
1,1.07,"Low"
1,1.05,"Low"
0,7.25,"Low"
0,7.18,"Low"
0,7.18,"Low"
1,6.53,"Low"
1,1.03,"Low"
0,7.17,"Low"
0,6.73,"Low"
1,6.52,"Low"
0,6.48,"Low"
1,6.47,"Low"
0,6.45,"Low"
1,1.28,"Low"
1,63.37,"Low"
1,6.43,"Low"
1,7.4,"Low"
0,27.1,"Low"
2,582.88,"Low"
0,48.02,"Low"
0,1.5,"Low"
0,211.68,"Low"
0,2.37,"Low"
0,2.35,"Low"
0,3.33,"Low"
0,3.22,"Low"
0,3.18,"Low"
1,211.68,"Low"
0,211.67,"Low"
1,0.42,"Low"
0,1.22,"Low"
1,1.25,"Low"
0,0,"Medium"
2,7.37,"Low"
1,0,"Medium"
0,0,"Medium"
0,0,"Low"
1,1.05,"Low"
0,7.2,"Medium"
0,1.23,"Low"
0,0,"Medium"
0,0,"Medium"
0,1.02,"Low"
1,0,"Medium"
4,93.95,"Medium"
5,63.03,"Medium"
2,0.78,"Medium"
0,238.29,"High"
2,0.2,"Medium"
0,1.33,"Low"
1,0.23,"Medium"
1,2.92,"Low"
1,7.33,"Medium"
0,10.32,"Low"
2,4.53,"Medium"
1,3.13,"Low"
0,0,"Medium"
0,7.2,"Medium"
2,239.03,"Medium"
1,6.82,"Low"
3,26.7,"Low"
1,0.9,"Low"
1,4.78,"Medium"
1,1565.22,"Low"
1,6.32,"Low"
2,30,"Medium"
1,6,"Low"
1,0.73,"Low"
0,3.12,"Low"
1,3.1,"Low"
0,3.08,"Low"
1,22.08,"Low"
1,8.12,"Medium"
1,0.5,"Low"
1,7.35,"Low"
1,0.68,"Low"
3,16.53,"Medium"
0,0.38,"Low"
0,3.07,"Low"
1,0,"Low"
2,50,"Low"
0,13.75,"Low"
1,1.22,"Medium"
2,11.07,"Medium"
0,19.98,"Medium"
0,3.57,"Low"
0,3.53,"Low"
0,0.23,"Low"
0,3.52,"Low"
0,3.48,"Low"
0,50.91,"Low"
1,15.17,"Low"
1,3.6,"Low"
1,13.17,"Low"
1,13.37,"Low"
1,3.17,"Low"
2,1.33,"High"
0,0.93,"Low"
0,0.33,"Low"
0,2.45,"Low"
1,69.63,"Medium"
1,42.69,"Medium"
1,3.05,"Medium"
1,18.47,"Low"
2,18.45,"Medium"
1,0,"Low"
3,846.5,"Medium"
1,10.51,"Medium"
3,870.05,"Low"
2,9.8,"Low"
2,12.11,"Medium"
1,426.38,"Low"
3,89.71,"Medium"
0,0.05,"Low"
2,9.9,"Low"
0,46.99,"Medium"
2,225.98,"Medium"
2,15.36,"Medium"
2,382.54,"Medium"
1,3.42,"Low"
1,1.43,"Low"
1,4.3,"Low"
1,1.75,"Low"
0,0.12,"Low"
0,0.08,"Low"
1,164.87,"Low"
3,4.6,"Low"
1,117.85,"Low"
1,147.1,"Low"
1,410.05,"Low"
0,0.18,"Low"
0,37.5,"Low"
1,97.58,"Medium"
0,5.93,"Medium"
3,10.2,"Medium"
0,5.85,"Medium"
2,235.62,"Medium"
1,72.12,"Low"
0,37.22,"Low"
0,0.12,"Low"
2,0.88,"Low"
2,18.55,"Low"
2,216.16,"Medium"
1,18.99,"Medium"
0,5.43,"Medium"
1,2.58,"Low"
1,9.89,"Medium"
2,30.51,"Low"
0,10.65,"Low"
0,1.68,"Low"
0,343.73,"Low"
1,563.6,"Low"
0,5.08,"Medium"
4,123.68,"Low"
3,11.84,"Low"
0,4.98,"Medium"
1,27.76,"Low"
1,19.75,"Low"
6,208.8,"Medium"
1,6.91,"Medium"
0,4.7,"Medium"
1,39.36,"Medium"
0,4.5,"Medium"
1,11.94,"Low"
2,36.18,"Low"
1,26.84,"Medium"
3,21.65,"Medium"
1,62.21,"Low"
0,0.63,"Low"
2,9.8,"Low"
0,6.32,"Low"
1,3.97,"Medium"
0,3.82,"Medium"
1,6,"Low"
0,3.73,"Medium"
2,1994.35,"Low"
0,0.23,"Low"
0,0.55,"Low"
3,97.2,"Medium"
1,142.38,"Low"
0,3.35,"Medium"
1,0.65,"Low"
1,5.18,"Low"
1,0.77,"Medium"
1,2.72,"Low"
0,3.27,"Medium"
1,4.12,"Low"
0,0.41,"High"
0,0.32,"Medium"
1,0.82,"Medium"
0,2.98,"Low"
1,25.56,"Medium"
1,1.5,"Low"
0,2.83,"Medium"
1,15.21,"Low"
0,0.98,"Low"
0,1.27,"Low"
2,205.98,"Low"
0,2.47,"Medium"
1,61.11,"Low"
0,2.4,"Medium"
1,0.33,"Medium"
1,15.53,"Low"
1,223.65,"Low"
0,2.2,"Medium"
0,2.18,"Medium"
0,2.1,"Medium"
0,2.03,"Low"
1,494.03,"Low"
1,1189,"Low"
1,18.28,"Low"
2,2.5,"High"
2,2.54,"High"
0,1.85,"Medium"
0,2.88,"Low"
2,39.03,"Low"
1,6.72,"Medium"
2,0.68,"Low"
1,5.02,"Low"
0,1.47,"Medium"
1,14.47,"Medium"
0,1.4,"Medium"
0,1.33,"Medium"
0,1.06,"High"
1,53.85,"Low"
1,3.62,"Medium"
1,22.9,"Medium"
3,10.08,"Low"
0,0.83,"Medium"
1,2,"Medium"
1,11.7,"Medium"
0,0.38,"Medium"
1,3.66,"Medium"
0,0.08,"Low"
0,0.23,"Medium"
1,10.43,"Low"
3,6.83,"Low"
3,47.33,"Low"
1,1.42,"Medium"
1,353.24,"Medium"
1,14.61,"Low"
0,0.03,"Low"
0,10.52,"Medium"
1,2.39,"Low"
1,0.63,"Medium"
5,196.6,"Medium"
0,10,"Low"
0,0.05,"Low"
1,283.1,"Low"
